"wine";"volume";"max";"exper"
0.889970519890148;3.692503181385e+18;1.20708e+17;-1
0.906740419167886;3.68881129035e+18;1.20708e+17;0
0.945219839398274;195611;6459;1
0.923959865273346;140376;3568;2
0.943445800793225;183530;11333;3
0.938060675152549;159813;4272;4
0.932927995005429;153560;5169;5
0.933115481309712;170602;5827;6
0.933109011018505;135141;2859;7
0.93754233645505;149389;4703;8
0.925046143624298;138676;3470;9
0.943966239500157;163262;9519;10
0.924623842963524;136063;2999;11
0.935376622829829;192470;5925;12
0.945221360323565;187502;7462;13
0.9366389064356;170518;8899;14
0.938169940419554;159668;4715;15
0.920462700921268;114784;4543;16
0.92481296788195;126236;7046;17
0.932514768450469;178197;3889;18
0.931878866600251;144212;3676;19
0.925715105291302;143182;2062;20
0.938330418805695;179785;7741;21
0.928659816480445;139032;3251;22
0.938107872309638;170276;5373;23
0.933617764963595;138753;3877;24
0.937522686867771;181553;11557;25
0.935216358148372;143328;3487;26
0.930873047642321;157256;4957;27
0.933881443773464;177911;6140;28
0.919986461497224;111516;2557;29
0.930580243167043;115859;2169;30
